"x"
"831","Amanita sp-N19"
"832","Amanita sp-N24"
"833","Amanita sp-N27"
"834","Amanita sp-N28"
"835","Amanita sp-N30"
"836","Amanita sp-N32"
"837","Amanita sp-N33"
"838","Amanita sp-N35"
"839","Amanita sp-N37"
"840","Amanita sp-N40"
"841","Amanita sp-N41"
"842","Amanita sp-N44"
"843","Amanita sp-N45"
"844","Amanita sp-N46"
"845","Amanita sp-N47"
"846","Amanita sp-N48"
"847","Amanita sp-N49"
"848","Amanita sp-N50"
"849","Amanita sp-N51"
"850","Amanita sp-N52"
"851","Amanita sp-N53"
"852","Amanita sp-N54"
"853","Amanita sp-N58"
"854","Amanita sp-N60"
"855","Amanita sp-N61"
"856","Amanita sp-N63"
"857","Amanita sp-N65"
"858","Amanita sp-N66"
"859","Amanita sp-N67"
"860","Amanita sp-NFL01"
"861","Amanita sp-NFL02"
"862","Amanita sp-NFL03"
"863","Amanita sp-NFL06"
"864","Amanita sp-NFL08"
"865","Amanita sp-NFL09"
"866","Amanita sp-NFL10"
"867","Amanita sp-NFL11"
"868","Amanita sp-NM01"
"869","Amanita sp-NM02"
"870","Amanita sp-NM06"
"871","Amanita sp-NM08"
"872","Amanita sp-NW04"
"873","Amanita sp-NW05"
"874","Amanita sp-NW09"
"875","Amanita sp-NW10"
"876","Amanita sp-ONT03"
"877","Amanita sp-OR01"
"878","Amanita sp-OR02"
"879","Amanita sp-PAK06"
"880","Amanita sp-QUE03"
"881","Amanita sp-QUE04"
"882","Amanita sp-Ridley-2"
"883","Amanita sp-Ridley-pekeoides-friable-volva"
"884","Amanita sp-Ridley-pekeoides-white"
"885","Amanita sp-S01"
"886","Amanita sp-S04"
"887","Amanita sp-S07"
"888","Amanita sp-S10"
"889","Amanita sp-T02"
"890","Amanita sp-T03"
"891","Amanita sp-T05"
"892","Amanita sp-T06"
"893","Amanita sp-T12"
"894","Amanita sp-T13"
"895","Amanita sp-T16"
"896","Amanita sp-T22"
"897","Amanita sp-T23"
"898","Amanita sp-T24"
"899","Amanita sp-T26"
"900","Amanita sp-T30"
"901","Amanita sp-T31"
"902","Amanita sp-T32"
"903","Amanita sp-T33"
"904","Amanita sp-T35"
"905","Amanita sp-T36"
"906","Amanita sp-T37"
"907","Amanita sp-T38"
"908","Amanita sp-T39"
"909","Amanita sp-T40"
"910","Amanita sp-T42"
"911","Amanita sp-T43"
"912","Amanita sp-T44"
"913","Amanita sp-T45"
"914","Amanita sp-T47"
"915","Amanita sp-T48"
"916","Amanita sp-Thai01"
"917","Amanita sp-Thai02"
"918","Amanita sp-Thai03"
"919","Amanita sp-V01"
"920","Amanita sp-V02"
"921","Amanita sp-V03"
"922","Amanita sp-W15"
"923","Amanita sp-WA03"
"924","Amanita sp-WI01"
"925","Amanita sp-WY01"
