"specname","latitude","longitude","carp_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","awc_class","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"10090","Amanita brunnescens G.F. Atk.",37.81995,-90.2429,"brown",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"10310","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10345","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10388","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"10389","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"10402","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"11100","Amanita brunnescens G.F. Atk.",41.5277,-70.6521,"brown",101,89,27,8105,262,-56,318,24,177,204,-3,1173,117,76,12,331,252,257,311,1,6,3,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,30.162145614624,3.17257738113403,0,3,3,1,1,1,1,1,15.7502002716064,50
"11540","Amanita brunnescens G.F. Atk.",41.761,-72.1961,"brown",90,121,32,8780,278,-96,374,48,-16,201,-27,1198,114,85,7,321,280,292,287,1,6,5,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0.1,87.0736999511719,8.56480026245117,0,3,3,1,1,1,1,1,3.99945545196533,0
"11660","Amanita brunnescens G.F. Atk.",43.182,-89.81405,"brown",77,118,27,10689,284,-143,427,208,-70,208,-70,803,100,26,40,294,92,294,92,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,71.0002365112305,7.09849309921265,0,1,1,1,1,1,1,1,7.2423996925354,0
"11675","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11690","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11691","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11695","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11744","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11777","Amanita brunnescens G.F. Atk.",37.98395,-80.94585,"brown",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"11783","Amanita brunnescens G.F. Atk.",37.98395,-80.94585,"brown",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"11794","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11826","Amanita brunnescens G.F. Atk.",39.118,-82.0146,"brown",114,131,35,8561,296,-71,367,201,-2,220,-2,1046,116,68,16,309,218,306,218,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3092422485352,8.88305759429932,0,2,2,1,1,1,1,1,0.577907383441925,0
"11841","Amanita brunnescens G.F. Atk.",39.118,-82.0146,"brown",114,131,35,8561,296,-71,367,201,-2,220,-2,1046,116,68,16,309,218,306,218,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3092422485352,8.88305759429932,0,2,2,1,1,1,1,1,0.577907383441925,0
"12449","Amanita brunnescens G.F. Atk.",37.947,-81.208,"brown",107,125,36,7923,276,-68,344,187,0,205,0,1127,130,78,15,335,245,331,245,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.1975631713867,8.18353652954102,0,2,2,1,1,1,1,1,8.60691452026367,0
"12466","Amanita brunnescens G.F. Atk.",37.947,-81.208,"brown",107,125,36,7923,276,-68,344,187,0,205,0,1127,130,78,15,335,245,331,245,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.1975631713867,8.18353652954102,0,2,2,1,1,1,1,1,8.60691452026367,0
"12654","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"12700","Amanita brunnescens G.F. Atk.",43.10035,-72.78105,"brown",66,127,31,9596,269,-137,406,186,-50,186,-63,1161,110,80,9,309,256,309,265,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,88.1763763427734,10.3441162109375,0,2,2,3,1,1,1,3,0.464430391788483,0
"12750","Amanita brunnescens G.F. Atk.",45.7998,-77.13975,"brown",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"12763","Amanita brunnescens G.F. Atk.",37.81995,-90.2429,"brown",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"12768","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"12780","Amanita brunnescens G.F. Atk.",45.7998,-77.13975,"brown",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"12782","Amanita brunnescens G.F. Atk.",45.7998,-77.13975,"brown",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"12832","Amanita brunnescens G.F. Atk.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"12927","Amanita brunnescens G.F. Atk.",38.032,-81.1011,"brown",107,126,36,7979,277,-70,347,187,-1,206,-1,1136,130,77,15,338,244,336,244,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,84.5083694458008,9.10133838653564,0,2,2,1,1,1,1,1,2.78909993171692,0
"12952","Amanita brunnescens G.F. Atk.",39.3529,-82.0394,"brown",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"13493","Amanita brunnescens G.F. Atk.",42.33565,-71.63535,"brown",87,119,31,9062,275,-102,377,43,178,201,-34,1158,115,88,7,316,273,274,289,1,6,5,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0.1,72.8140182495117,7.16218233108521,0,3,3,1,1,1,1,1,18.9671382904053,0
"13559","Amanita brunnescens G.F. Atk.",42.88575,-73.8094,"brown",83,118,29,9633,283,-114,397,182,-46,203,-46,974,94,59,13,273,201,273,201,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,68.4703369140625,10.3534145355225,0,2,1,1,1,1,1,1,9.38979911804199,0
"13636","Amanita brunnescens G.F. Atk.",36.208,-81.6672,"brown",98,117,37,7127,252,-63,315,170,3,187,3,1473,138,102,10,405,316,397,316,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,53.6014251708984,23.3430347442627,0,3,2,2,1,1,1,2,5.20210027694702,0
"1123","Amanita caesarea group",35.24155,-112.1925,"red",80,152,45,6807,265,-72,337,166,106,170,-2,575,83,14,40,204,66,172,162,2,4,1,8,36,41,23,9,1.38,1.2,1.27,7.3,66,23,100,18.4,4.5,0,3,0.1,5,29,42,29,5,1.33,1.18,0.57,7.9,68,24,100,21.1,10,3,3.6,90.661491394043,8.91770839691162,0,1,1,1,1,1,1,2,0.420800000429153,0
"1124","Amanita caesarea group",35.24155,-112.1925,"red",80,152,45,6807,265,-72,337,166,106,170,-2,575,83,14,40,204,66,172,162,2,4,1,8,36,41,23,9,1.38,1.2,1.27,7.3,66,23,100,18.4,4.5,0,3,0.1,5,29,42,29,5,1.33,1.18,0.57,7.9,68,24,100,21.1,10,3,3.6,90.661491394043,8.91770839691162,0,1,1,1,1,1,1,2,0.420800000429153,0
"4280","Amanita caesarea group",32.52525,-94.7935,"red",179,129,38,7412,343,5,338,219,267,272,80,1158,120,59,18,342,227,233,284,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,9.53428840637207,12.8732128143311,0,3,2,1,1,1,1,1,43.4085960388184,0
"5420","Amanita caesarea group",38.0248,-78.56945,"red",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"6554","Amanita caesarea group",36.8167,-94.30605,"red",134,129,34,8593,317,-58,375,182,18,241,18,1112,127,46,27,360,170,303,170,2,4,1,23,53,22,25,10,1.4,1.4,0.98,5.1,14,6,49,2.7,0,0,2,0.1,19,41,20,39,5,1.31,1.4,0.39,5,12,6,33,1.3,0,2,0.1,39.1696395874023,4.18416547775269,0,3,2,1,1,1,1,1,0.452499985694885,0
"8816","Amanita caesarea group",34.0723,-84.2763,"red",150,126,39,7278,308,-15,323,69,157,242,54,1396,156,91,16,422,288,324,390,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,45.2341690063477,7.66580772399902,0,3,2,1,1,1,1,1,21.0124988555908,0
"9025","Amanita caesarea group",30.4893,-94.77615,"red",192,130,41,6533,342,31,311,255,153,271,103,1316,142,87,16,376,284,321,329,2,2,1,9,34,43,23,9,1.38,1.39,0.83,4.9,18,7,30,1.9,0,0,2,0.1,7,28,38,34,5,1.31,1.48,0.3,4.7,22,12,20,2,0,1,0.1,90.0224456787109,8.85484409332275,0,3,2,1,2,1,1,1,0,0
"12662","Amanita caesarea group",39.3529,-82.0394,"red",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"12766","Amanita caesarea group",37.81995,-90.2429,"red",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"579","Amanita caesarea (Scop. : Fr.) Pers.",39.03495,8.8474,"orange",137,82,34,5527,275,38,237,86,209,212,73,706,105,7,56,290,37,62,286,2,3,5,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,93.4087829589844,5.82466602325439,0,1,1,4,1,1,1,3,0.305200010538101,0
"2417","Amanita caesarea (Scop. : Fr.) Pers.",40.6163,29.45165,"orange",134,95,35,6222,279,10,269,75,214,214,57,711,102,25,40,274,84,84,232,2,3,6,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,21.6927890777588,14.912220954895,0,1,1,2,1,1,1,2,0.484699994325638,0
"2668","Amanita caesarea (Scop. : Fr.) Pers.",45.55685,14.0841,"orange",105,73,28,6406,245,-9,254,114,31,188,25,1301,143,86,17,407,263,309,293,2,3,5,16,37,44,19,9,1.41,1.24,2.13,7.5,80,27,100,28.8,6,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3336334228516,17.6694393157959,0,1,1,3,1,1,1,2,1.19459998607635,0
"2768","Amanita caesarea (Scop. : Fr.) Pers.",39.2557,9.40205,"orange",136,75,31,5649,273,38,235,85,210,213,71,567,84,8,48,218,41,65,215,2,3,5,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,65.9540176391602,32.1968727111816,0,1,1,3,1,1,1,2,0.587099969387054,0
"5886","Amanita caesarea (Scop. : Fr.) Pers.",39.94505,9.1022,"orange",130,79,32,5811,274,30,244,76,207,209,63,786,122,9,53,310,55,68,303,2,3,5,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,57.3844375610352,38.3469085693359,0,1,1,3,1,1,1,3,0.66569995880127,0
"8062","Amanita caesarea (Scop. : Fr.) Pers.",40.8806,9.10705,"orange",136,67,30,5498,263,40,223,111,207,209,70,743,110,11,51,300,60,72,273,2,3,5,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,48.709056854248,42.9571952819824,0,1,1,3,1,1,1,2,5.5947003364563,0
"8642","Amanita caesarea (Scop. : Fr.) Pers.",47.7112,16.3804,"orange",92,96,32,7296,253,-47,300,184,11,184,-4,659,82,32,32,240,106,240,108,2,4,3,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,41.0444183349609,24.9199981689453,0,1,1,1,1,1,1,1,1.90119993686676,0
"8733","Amanita caesarea (Scop. : Fr.) Pers.",47.56635,16.555,"orange",93,96,31,7327,253,-48,301,184,10,184,-4,643,80,30,34,235,99,235,102,2,2,6,4,42,38,20,9,1.41,1.38,1.14,4.5,25,7,40,2.2,0,0,2,0.1,4,28,29,43,3,1.27,1.41,0.37,4.8,26,10,57,11.4,0,7,0.1,16.0892124176025,15.7944555282593,0,1,1,1,2,1,1,2,2.51670002937317,0
"8744","Amanita caesarea (Scop. : Fr.) Pers.",47.767,16.3605,"orange",93,97,32,7296,254,-46,300,185,12,185,-3,658,82,32,32,240,107,240,108,2,4,3,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,7.86128902435303,9.42514133453369,0,1,1,2,1,1,1,2,4.28170013427734,0
"8745","Amanita caesarea (Scop. : Fr.) Pers.",47.56635,16.555,"orange",93,96,31,7327,253,-48,301,184,10,184,-4,643,80,30,34,235,99,235,102,2,2,6,4,42,38,20,9,1.41,1.38,1.14,4.5,25,7,40,2.2,0,0,2,0.1,4,28,29,43,3,1.27,1.41,0.37,4.8,26,10,57,11.4,0,7,0.1,16.0892124176025,15.7944555282593,0,1,1,1,2,1,1,2,2.51670002937317,0
"8746","Amanita caesarea (Scop. : Fr.) Pers.",47.62515,16.406,"orange",79,93,31,7193,237,-58,295,170,-2,170,-15,729,92,35,33,269,117,269,119,2,2,6,4,42,38,20,9,1.41,1.38,1.14,4.5,25,7,40,2.2,0,0,2,0.1,4,28,29,43,3,1.27,1.41,0.37,4.8,26,10,57,11.4,0,7,0.1,46.6562690734863,24.2516918182373,0,2,2,1,1,1,1,1,1.83599996566772,0
"8815","Amanita caesarea (Scop. : Fr.) Pers.",34.0723,-84.2763,"orange",150,126,39,7278,308,-15,323,69,157,242,54,1396,156,91,16,422,288,324,390,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,45.2341690063477,7.66580772399902,0,3,2,1,1,1,1,1,21.0124988555908,0
"10921","Amanita caesarea (Scop. : Fr.) Pers.",40.6059,29.46985,"orange",136,95,35,6215,282,13,269,78,217,217,60,698,99,25,40,268,83,83,228,2,3,6,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,21.6927890777588,14.912220954895,0,1,1,2,1,1,1,2,0.484699994325638,0
"13240","Amanita caesarea (Scop. : Fr.) Pers.",41.11945,21.1223,"orange",78,103,35,6550,238,-55,293,43,161,161,-7,809,100,44,24,264,139,139,224,1,5,3,10,75,15,10,11,1.58,1.49,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,1.5,0.27,5,31,5,36,1.4,0,5,0.1,84.6432952880859,11.7444047927856,0,2,2,2,1,1,1,1,0.312999993562698,0
"13588","Amanita caesarea (Scop. : Fr.) Pers.",47.7112,16.3804,"orange",92,96,32,7296,253,-47,300,184,11,184,-4,659,82,32,32,240,106,240,108,2,4,3,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,41.0444183349609,24.9199981689453,0,1,1,1,1,1,1,1,1.90119993686676,0
"13648","Amanita caesarea (Scop. : Fr.) Pers.",47.767,16.3605,"orange",93,97,32,7296,254,-46,300,185,12,185,-3,658,82,32,32,240,107,240,108,2,4,3,9,42,36,22,9,1.4,1.37,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,1.39,0.37,7,55,15,93,15.1,0.1,2,0.1,7.86128902435303,9.42514133453369,0,1,1,2,1,1,1,2,4.28170013427734,0
"1914","Amanita calyptratoides Peck",36.80065,-121.678,"white",139,127,60,3032,248,37,211,100,172,177,100,457,94,2,87,245,7,10,245,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,41.0858726501465,11.8994102478027,0,1,1,1,1,1,1,1,0,0
"1964","Amanita calyptratoides Peck",37.64115,-120.2905,"white",155,159,46,6596,357,12,345,74,241,241,74,583,104,1,82,288,8,8,288,2,4,3,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,40.9991874694824,44.1241340637207,6.98020172119141,1,1,1,1,1,1,1,0.537799954414368,0
"2095","Amanita calyptratoides Peck",37.11415,-121.991,"white",137,133,55,3812,268,30,238,91,184,188,91,868,186,2,91,475,9,15,475,2,4,1,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,1,0.1,88.6740798950195,8.7222204208374,0,2,2,1,1,1,1,1,2.60369992256165,0
"2140","Amanita calyptratoides Peck",37.6642,-120.4595,"white",163,152,45,6452,359,24,335,82,245,245,82,412,76,1,81,204,5,5,204,2,3,5,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,24.5471172332764,60.3323516845703,0,1,1,1,1,1,1,1,0.0916225910186768,0
